0.904411	0.0955886	
0.901938	0.0980624	
0.897155	0.102845	
0.900729	0.0992709	
0.879519	0.120481	
0.902877	0.0971231	
0.879272	0.120728	
0.898647	0.101353	
0.884101	0.115899	
0.895546	0.104454	
0.511518	0.488482	
0.898147	0.101853	
0.888267	0.111733	
0.898588	0.101412	
0.830816	0.169184	
0.893666	0.106334	
0.901324	0.0986761	
0.49894	0.50106	
0.510563	0.489437	
0.90318	0.0968201	
0.898486	0.101514	
0.895262	0.104738	
0.717665	0.282335	
0.890664	0.109336	
0.897472	0.102528	
0.862038	0.137962	
0.901957	0.0980429	
0.885042	0.114958	
0.870031	0.129969	
0.887474	0.112526	
0.891348	0.108652	
0.890822	0.109178	
0.902884	0.0971159	
0.699907	0.300093	
0.855178	0.144822	
0.841213	0.158787	
0.67485	0.32515	
0.830929	0.169071	
0.696875	0.303125	
0.879346	0.120654	
0.876797	0.123203	
0.900618	0.0993817	
0.893402	0.106598	
0.883225	0.116775	
0.841229	0.158771	
0.701963	0.298037	
0.901625	0.0983754	
0.843619	0.156381	
0.901604	0.0983964	
0.893916	0.106084	
0.899881	0.100119	
0.633342	0.366658	
0.901007	0.0989933	
0.906278	0.0937224	
0.884853	0.115147	
0.898195	0.101805	
0.861757	0.138243	
0.898935	0.101065	
0.662547	0.337453	
0.896411	0.103589	
0.898246	0.101754	
0.350371	0.649629	
0.866145	0.133855	
0.891906	0.108094	
0.869393	0.130607	
0.198702	0.801298	
0.656037	0.343963	
0.874283	0.125717	
0.909013	0.0909867	
0.799049	0.200951	
0.746868	0.253132	
0.893604	0.106396	
0.856386	0.143614	
0.806657	0.193343	
0.617701	0.382299	
0.891811	0.108189	
0.860731	0.139269	
0.854716	0.145284	
0.891678	0.108322	
0.901975	0.0980249	
0.903772	0.0962279	
0.835999	0.164001	
0.872315	0.127685	
0.879876	0.120124	
0.904488	0.0955116	
0.904105	0.095895	
0.907408	0.0925916	
0.899915	0.100085	
0.899712	0.100288	
0.806546	0.193454	
0.47758	0.52242	
0.781698	0.218302	
0.755066	0.244934	
0.840478	0.159522	
0.899432	0.100568	
0.902879	0.0971211	
0.888347	0.111653	
0.80617	0.19383	
0.875401	0.124599	
0.853296	0.146704	
0.900226	0.0997737	
0.834179	0.165821	
0.880688	0.119312	
0.898325	0.101675	
0.902195	0.0978046	
0.782904	0.217096	
0.458321	0.541679	
0.899331	0.100669	
0.883071	0.116929	
0.819459	0.180541	
0.775658	0.224342	
0.900036	0.0999639	
0.902537	0.0974629	
0.864212	0.135788	
0.892691	0.107309	
0.898058	0.101942	
0.909964	0.0900363	
0.85976	0.14024	
0.875243	0.124757	
0.891915	0.108085	
0.896639	0.103361	
0.876945	0.123055	
0.817139	0.182861	
0.897819	0.102181	
0.905296	0.0947041	
0.861943	0.138057	
0.894071	0.105929	
0.646556	0.353444	
0.906213	0.0937873	
0.894179	0.105821	
0.904598	0.0954021	
0.900955	0.0990451	
0.894603	0.105397	
0.883621	0.11638	
0.902722	0.0972778	
0.901721	0.0982789	
0.783812	0.216188	
0.701716	0.298284	
0.881164	0.118836	
0.899494	0.100506	
0.90103	0.0989699	
0.885931	0.114069	
0.670075	0.329925	
0.818977	0.181023	
0.894874	0.105126	
0.876401	0.123599	
0.88981	0.11019	
0.894681	0.105319	
0.905018	0.0949816	
0.902777	0.097223	
0.146468	0.853532	
0.903091	0.0969089	
0.850274	0.149726	
0.897915	0.102085	
0.872437	0.127563	
0.895018	0.104982	
0.875962	0.124038	
0.891628	0.108372	
0.377912	0.622088	
0.883309	0.116691	
0.876102	0.123898	
0.513383	0.486617	
0.888819	0.111181	
0.903603	0.0963973	
0.301808	0.698192	
0.879679	0.120321	
0.877645	0.122355	
0.903878	0.0961224	
0.896463	0.103537	
0.8368	0.1632	
0.896618	0.103382	
0.89413	0.10587	
0.877483	0.122517	
0.897571	0.102429	
0.94016	0.0598396	
0.888951	0.111049	
0.8962	0.1038	
0.563408	0.436592	
0.26087	0.73913	
0.805412	0.194588	
0.872941	0.127059	
0.900317	0.0996829	
0.903277	0.0967235	
0.897494	0.102506	
0.815215	0.184785	
0.900523	0.0994767	
0.906066	0.093934	
0.898231	0.101769	
0.87017	0.12983	
0.87644	0.12356	
0.899222	0.100778	
0.862574	0.137426	
0.948036	0.0519644	
0.862691	0.137309	
0.876978	0.123022	
0.883339	0.116661	
0.821658	0.178342	
0.354133	0.645867	
0.901295	0.0987049	
0.873088	0.126912	
0.67468	0.32532	
0.850255	0.149745	
0.899642	0.100358	
0.903662	0.0963379	
0.891106	0.108894	
0.0776949	0.922305	
0.436957	0.563043	
0.675192	0.324808	
0.513223	0.486777	
0.881939	0.118061	
0.862905	0.137095	
0.741908	0.258092	
0.89696	0.10304	
0.882273	0.117727	
0.893226	0.106774	
0.908058	0.0919418	
0.821183	0.178817	
0.879979	0.120021	
0.661376	0.338624	
0.893284	0.106716	
0.640057	0.359943	
0.904513	0.0954867	
0.904459	0.0955406	
0.802697	0.197303	
0.902659	0.0973408	
0.84082	0.15918	
0.792837	0.207163	
0.833348	0.166652	
0.893951	0.106049	
0.888317	0.111683	
0.84384	0.15616	
0.890749	0.109251	
0.887997	0.112003	
0.872322	0.127678	
0.197307	0.802693	
0.905902	0.0940975	
0.889265	0.110735	
0.892593	0.107407	
0.902306	0.0976942	
0.861229	0.138771	
0.893461	0.106539	
0.899451	0.100549	
0.874564	0.125436	
0.8974	0.1026	
0.809261	0.190739	
0.856215	0.143785	
0.218029	0.781971	
0.710344	0.289656	
0.819129	0.180871	
0.855781	0.144219	
0.899615	0.100385	
0.892353	0.107647	
0.705839	0.294161	
0.831861	0.168139	
0.892053	0.107947	
0.897789	0.102211	
0.872092	0.127908	
0.73552	0.26448	
0.896508	0.103492	
0.865983	0.134017	
0.853188	0.146812	
0.898009	0.101991	
0.699914	0.300086	
0.898276	0.101724	
0.895257	0.104743	
0.476982	0.523018	
0.904967	0.0950333	
0.904232	0.095768	
0.874467	0.125533	
0.899483	0.100517	
0.875654	0.124346	
0.844739	0.155261	
0.884394	0.115606	
0.898344	0.101656	
0.871305	0.128695	
0.873826	0.126174	
0.716905	0.283095	
0.880782	0.119218	
0.888821	0.111179	
0.792586	0.207414	
0.908036	0.0919638	
0.904059	0.0959411	
0.581957	0.418043	
0.883467	0.116533	
0.86004	0.13996	
0.901812	0.0981878	
0.891913	0.108087	
0.451446	0.548554	
0.604036	0.395964	
0.863939	0.136061	
